internal_id,level,access_count,degree0
416,0,13,32
417,0,1,13
418,0,0,22
419,0,0,28
420,0,0,25
421,0,0,22
422,0,2,22
423,0,1,18
424,0,8,21
425,0,0,16
426,0,0,30
427,0,2,23
428,0,0,1
429,0,2,28
430,0,1,27
431,0,0,6
432,1,0,24
433,0,1,28
434,0,2,32
435,0,1,27
436,0,1,14
437,0,4,27
438,0,1,21
439,0,0,28
440,1,0,6
441,0,8,30
442,0,0,19
443,0,6,29
444,0,2,32
445,0,8,27
446,0,0,4
447,0,11,32
448,0,0,17
449,0,1,23
450,0,0,29
451,0,0,11
452,0,6,32
453,0,1,31
454,0,3,23
455,0,7,24
456,0,3,32
457,0,0,16
458,0,2,31
459,0,2,29
460,0,10,29
461,0,4,25
462,0,1,22
463,0,14,32
464,0,0,10
465,1,6,24
466,0,2,17
467,0,0,32
468,0,0,20
469,0,2,29
470,0,0,4
471,0,0,22
472,0,0,25
473,0,2,30
474,0,0,10
475,0,0,13
476,0,3,28
477,1,10,32
478,0,13,32
479,0,0,7
480,0,5,26
481,0,0,21
482,0,0,25
483,0,1,18
484,0,16,28
485,0,1,24
486,0,12,25
487,0,1,25
488,0,0,21
489,0,0,24
490,0,0,7
491,0,9,28
492,0,1,27
493,0,1,14
494,0,2,17
495,0,7,30
496,0,0,12
497,0,5,11
498,0,15,25
499,0,0,12
500,0,3,31
501,0,1,11
502,0,0,25
503,0,0,32
504,0,0,13
505,0,4,29
506,0,7,32
507,0,1,31
508,0,2,27
509,0,0,22
510,0,0,16
511,0,0,10
512,0,1,20
513,0,4,30
514,0,0,31
515,0,11,28
516,0,2,27
517,0,0,15
518,0,0,31
519,0,2,28
520,0,6,32
521,0,6,28
522,0,12,32
523,0,10,32
524,0,0,13
525,0,0,30
526,0,1,14
527,0,1,28
528,1,11,32
529,0,0,20
530,0,5,21
531,0,6,31
532,0,8,27
533,0,0,11
534,0,10,32
535,0,1,16
536,0,3,24
537,0,1,31
538,0,0,18
539,0,2,32
540,0,0,25
541,0,2,17
542,0,1,26
543,0,1,12
544,0,3,22
545,0,0,18
546,0,5,18
547,0,21,32
548,0,1,30
549,0,0,12
550,0,2,16
551,0,1,22
552,0,0,3
553,0,3,26
554,1,0,5
555,0,1,27
556,0,0,21
557,0,0,26
558,0,1,31
559,0,1,25
560,0,0,9
561,0,2,23
562,0,2,32
563,0,4,29
564,0,1,11
565,0,8,30
566,0,2,32
567,0,4,23
568,0,0,15
569,0,1,24
570,0,1,25
571,0,1,15
572,0,1,28
573,0,11,32
574,0,3,24
575,0,2,30
576,0,0,18
577,0,2,29
578,0,3,32
579,0,0,3
580,0,1,14
581,0,7,31
582,0,1,15
583,0,5,32
584,0,0,1
585,0,1,24
586,0,0,22
587,0,1,32
588,0,5,30
589,0,0,15
590,0,0,27
591,0,0,4
592,1,3,26
593,0,0,32
594,0,0,20
595,0,0,26
596,0,2,31
597,1,2,32
598,0,0,32
599,1,0,6
600,0,0,20
601,0,0,27
602,0,3,30
603,0,2,28
604,0,5,20
605,0,8,32
606,0,3,32
607,0,3,32
608,0,2,28
609,0,1,15
610,0,6,23
611,0,4,26
612,0,0,29
613,0,1,31
614,0,5,20
615,0,0,28
616,0,0,19
617,0,0,4
618,0,1,15
619,0,3,26
620,1,0,32
621,0,2,13
622,0,0,20
623,0,1,27
624,0,1,31
625,0,0,17
626,0,1,26
627,0,1,21
628,1,0,28
629,0,5,31
630,0,0,6
631,0,4,27
632,0,0,32
633,0,21,32
634,0,8,27
635,0,0,4
636,0,1,25
637,0,1,18
638,0,2,16
639,0,1,12
640,0,5,19
641,0,3,26
642,0,3,32
643,0,0,19
644,0,0,27
645,0,13,32
646,1,0,5
647,0,1,29
648,0,5,23
649,0,0,11
650,0,2,24
651,0,4,28
652,0,11,23
653,0,1,32
654,0,12,32
655,0,0,10
656,0,0,11
657,0,0,4
658,0,0,25
659,0,3,19
660,0,14,28
661,0,0,19
662,0,0,22
663,0,0,4
664,0,2,9
665,0,1,12
666,0,8,32
667,0,2,25
668,0,0,5
669,0,0,10
670,0,23,32
671,0,1,18
672,0,0,12
673,0,14,27
674,0,0,19
675,0,1,16
676,0,9,32
677,0,3,29
678,1,0,14
679,0,2,30
680,0,3,30
681,0,0,13
682,0,1,16
683,0,3,32
684,0,0,9
685,1,3,19
686,1,2,29
687,0,0,22
688,0,4,32
689,0,1,28
690,0,1,9
691,0,8,32
692,0,0,9
693,0,0,23
694,0,0,12
695,0,0,32
696,0,0,23
697,0,4,32
698,0,6,32
699,0,1,23
700,0,2,23
701,0,0,14
702,0,0,14
703,0,0,11
704,0,16,31
705,0,1,28
706,0,0,7
707,0,9,30
708,0,0,3
709,0,2,22
710,0,0,16
711,0,0,5
712,0,1,16
713,0,1,21
714,0,0,30
715,0,0,17
716,0,2,19
717,0,0,13
718,0,7,19
719,0,1,21
720,0,0,11
721,0,0,18
722,0,7,17
723,1,1,25
724,0,0,21
725,0,12,32
726,0,1,31
727,0,0,3
728,0,2,30
729,0,0,20
730,0,0,32
731,1,14,32
732,0,0,20
733,0,2,11
734,1,0,25
735,1,2,14
736,0,2,31
737,0,0,31
738,0,1,28
739,0,3,12
740,0,0,26
741,0,3,32
742,0,0,12
743,0,7,32
744,0,0,29
745,0,0,3
746,0,0,1
747,0,4,28
748,0,1,22
749,0,0,11
750,0,0,11
751,0,2,24
752,0,2,25
753,0,0,13
754,0,2,16
755,0,4,28
756,0,0,9
757,0,2,32
758,0,1,11
759,0,2,27
760,0,4,21
761,0,0,3
762,0,0,12
763,0,1,27
764,0,6,32
765,1,0,15
766,0,6,14
767,0,0,22
768,0,2,29
769,0,0,14
770,0,0,10
771,0,1,25
772,0,2,27
773,0,21,32
774,0,0,19
775,0,6,32
776,0,2,31
777,0,0,7
778,0,9,30
779,0,12,24
780,0,0,5
781,0,1,28
782,0,5,30
783,0,8,25
784,0,2,19
785,0,0,14
786,0,0,2
787,0,0,27
788,0,1,14
789,0,0,1
790,0,0,3
791,0,0,3
792,0,0,23
793,0,1,26
794,0,1,21
795,0,0,9
796,0,2,11
797,0,0,21
798,0,4,32
799,0,0,2
800,0,2,30
801,0,0,32
802,0,1,26
803,0,5,5
804,0,3,21
805,0,0,1
806,0,6,27
807,0,0,13
808,0,1,19
809,0,0,5
810,0,1,25
811,0,0,31
812,0,0,27
813,0,0,31
814,0,1,25
815,0,2,29
816,0,0,19
817,0,1,20
818,0,0,23
819,0,4,32
820,0,2,18
821,0,1,16
822,0,1,31
823,0,6,32
824,0,1,29
825,0,0,19
826,0,4,29
827,0,1,10
828,0,1,31
829,0,0,16
830,0,5,22
831,0,2,23
832,0,1,30
833,0,0,11
834,0,0,1
835,0,5,31
836,0,0,1
837,0,2,32
838,0,0,1
839,0,0,16
840,0,5,28
841,0,22,32
842,0,0,14
843,0,0,17
844,0,0,15
845,0,2,19
846,0,1,10
847,0,3,30
848,0,2,16
849,0,1,14
850,0,7,32
851,0,0,11
852,0,0,22
853,0,10,30
854,0,0,31
855,0,0,25
856,0,0,20
857,0,1,20
858,0,17,32
859,0,0,30
860,0,1,30
861,0,2,32
862,1,1,4
863,0,0,13
864,0,1,10
865,1,2,18
866,0,0,28
867,0,0,28
868,0,4,25
869,0,1,28
870,0,0,2
871,0,0,22
872,0,0,11
873,0,0,27
874,0,1,22
875,0,0,7
876,0,0,20
877,0,0,22
878,0,0,20
879,0,0,12
880,0,2,29
881,0,2,19
882,0,1,30
883,0,3,27
884,0,1,15
885,0,0,12
886,0,1,20
887,0,0,26
888,1,0,24
889,0,5,24
890,0,0,15
891,0,2,32
892,0,1,25
893,0,2,22
894,0,2,17
895,0,0,28
896,0,0,10
897,0,1,17
898,0,6,31
899,0,1,9
900,0,9,16
901,0,0,9
902,0,1,27
903,0,5,18
904,0,1,21
905,0,0,30
906,0,2,16
907,0,1,13
908,0,4,32
909,0,0,25
910,0,1,29
911,0,0,30
912,0,2,11
913,0,0,26
914,0,2,29
915,1,2,28
916,0,7,19
917,0,2,13
918,0,20,32
919,0,0,9
920,1,0,9
921,0,0,30
922,0,0,8
923,0,3,18
924,0,1,31
925,0,2,32
926,0,1,9
927,0,3,11
928,0,1,27
929,0,0,6
930,0,8,17
931,0,0,26
932,1,0,1
933,0,0,20
934,0,4,31
935,0,0,31
936,0,1,26
937,0,6,22
938,0,1,32
939,0,2,14
940,0,1,23
941,0,1,23
942,0,4,25
943,0,0,13
944,0,0,11
945,1,1,17
946,0,6,15
947,0,6,32
948,0,1,27
949,0,0,30
950,0,0,8
951,0,5,32
952,0,10,32
953,0,10,30
954,0,4,15
955,1,13,32
956,0,0,21
957,0,0,25
958,0,0,17
959,0,0,19
960,0,1,9
961,0,1,21
962,0,1,23
963,0,1,18
964,0,3,21
965,0,21,32
966,0,3,22
967,0,22,32
968,0,3,7
969,0,1,22
970,0,3,24
971,0,0,2
972,1,3,16
973,0,0,24
974,0,8,32
975,0,2,19
976,0,0,14
977,1,0,1
978,0,0,10
979,0,0,18
980,0,64,32
981,0,1,22
982,0,0,18
983,0,0,8
984,0,0,14
985,0,1,15
986,0,0,16
987,0,0,20
988,0,1,30
989,1,0,10
990,1,1,28
991,0,1,22
992,0,0,9
993,0,2,11
994,0,3,26
995,0,0,9
996,0,5,32
997,0,8,29
998,0,0,11
999,0,0,6
1000,0,1,22
1001,1,0,1
1002,0,0,17
1003,0,0,22
1004,0,1,16
1005,0,1,8
1006,0,21,32
1007,0,0,17
1008,0,0,31
1009,0,0,8
1010,0,9,31
1011,0,3,23
1012,0,3,25
1013,0,0,26
1014,0,1,10
1015,0,1,24
1016,0,1,11
1017,0,0,9
1018,0,3,20
1019,0,7,25
1020,0,0,20
1021,0,0,4
1022,0,0,30
1023,0,1,23
1024,0,17,32
1025,0,1,23
1026,0,0,11
1027,1,0,27
1028,0,4,32
1029,0,0,25
1030,0,0,14
1031,0,0,19
1032,0,0,15
1033,0,6,24
1034,0,0,24
1035,0,2,32
1036,0,0,15
1037,0,5,32
1038,1,2,29
1039,0,3,32
1040,0,1,23
1041,0,2,25
1042,0,0,19
1043,0,2,24
1044,0,0,15
1045,0,0,6
1046,0,0,17
1047,1,4,29
1048,1,1,32
1049,0,13,32
1050,0,0,21
1051,0,2,16
1052,0,0,31
1053,0,5,22
1054,0,10,29
1055,0,1,29
1056,0,3,22
1057,0,1,26
1058,0,5,23
1059,0,31,32
1060,0,1,24
1061,0,0,27
1062,0,15,32
1063,0,0,30
1064,0,10,32
1065,0,6,18
1066,0,0,5
1067,1,14,31
1068,0,0,6
1069,0,0,18
1070,0,0,19
1071,0,1,26
1072,0,0,26
1073,0,2,29
1074,0,0,24
1075,0,0,8
1076,0,0,30
1077,0,1,29
1078,0,2,25
1079,0,1,24
1080,0,7,32
1081,0,0,13
1082,0,0,12
1083,0,0,13
1084,0,2,29
1085,0,3,22
1086,0,14,32
1087,0,1,8
1088,0,0,28
1089,0,6,31
1090,0,4,32
1091,1,0,10
1092,0,9,21
1093,0,0,4
1094,0,1,26
1095,0,1,30
1096,0,1,12
1097,0,2,15
1098,0,2,17
1099,0,3,23
1100,0,0,19
1101,0,4,26
1102,0,3,29
1103,0,0,12
1104,0,0,32
1105,0,0,25
1106,0,2,10
1107,0,0,32
1108,0,0,1
1109,0,5,28
1110,0,3,26
1111,0,0,16
1112,0,9,29
1113,0,11,31
1114,0,2,19
1115,0,11,32
1116,0,6,27
1117,0,5,30
1118,0,0,11
1119,0,0,15
1120,0,0,2
1121,0,0,6
1122,0,0,15
1123,0,4,32
1124,0,2,27
1125,0,3,29
1126,0,7,31
1127,0,4,27
1128,0,1,30
1129,0,2,27
1130,0,4,31
1131,0,8,30
1132,0,6,32
1133,0,0,9
1134,0,1,23
1135,0,1,25
1136,0,10,32
1137,0,0,17
1138,0,3,27
1139,0,0,27
1140,0,12,27
1141,0,2,32
1142,0,0,16
1143,0,3,32
1144,0,3,32
1145,0,2,32
1146,0,0,28
1147,0,0,6
1148,0,10,32
1149,0,1,16
1150,0,3,25
1151,0,1,21
1152,0,0,10
1153,0,1,17
1154,0,2,32
1155,0,2,19
1156,1,5,17
1157,0,4,31
1158,0,0,26
1159,0,1,18
1160,0,0,5
1161,0,1,11
1162,0,0,14
1163,0,1,26
1164,0,0,22
1165,0,2,26
1166,0,0,15
1167,0,7,32
1168,0,2,31
1169,0,11,23
1170,0,3,32
1171,0,0,21
1172,0,0,1
1173,0,0,16
1174,0,3,15
1175,0,9,18
1176,0,1,21
1177,1,6,21
1178,0,0,15
1179,0,5,32
1180,0,5,32
1181,0,0,13
1182,0,0,31
1183,0,1,25
1184,1,1,29
1185,0,0,12
1186,0,0,22
1187,0,0,24
1188,0,23,32
1189,0,0,18
1190,2,9,21
1191,0,1,14
1192,0,0,17
1193,0,1,29
1194,0,2,28
1195,0,14,32
1196,0,5,22
1197,0,0,11
1198,0,9,32
1199,0,0,8
1200,0,0,27
1201,0,0,18
1202,0,4,24
1203,0,0,15
1204,1,0,20
1205,0,1,16
1206,0,3,31
1207,0,2,27
1208,1,8,32
1209,0,7,32
1210,0,6,23
1211,0,0,3
1212,0,0,11
1213,0,0,17
1214,0,1,12
1215,0,2,32
1216,0,6,25
1217,0,2,24
1218,0,6,19
1219,0,21,32
1220,0,2,20
1221,0,3,18
1222,0,0,20
1223,0,3,32
1224,0,0,15
1225,0,2,26
1226,0,1,13
1227,0,4,32
1228,0,4,28
1229,0,29,32
1230,0,0,22
1231,0,1,29
1232,0,0,16
1233,0,3,25
1234,0,12,27
1235,0,0,28
1236,0,7,32
1237,0,0,3
1238,0,8,32
1239,0,0,18
1240,0,1,23
1241,0,3,15
1242,0,1,10
1243,0,18,32
1244,1,1,13
1245,0,2,32
1246,0,4,32
1247,0,6,27
1248,0,2,17
1249,0,0,7
1250,0,0,1
1251,0,0,12
1252,0,3,26
1253,0,1,11
1254,0,0,21
1255,0,4,28
1256,0,3,23
1257,0,5,30
1258,0,1,17
1259,0,6,32
1260,0,0,13
1261,0,6,32
1262,0,0,26
1263,0,0,13
1264,0,5,24
1265,0,0,3
1266,0,0,29
1267,0,2,21
1268,0,14,24
1269,0,8,32
1270,0,0,1
1271,0,2,17
1272,0,11,32
1273,0,0,16
1274,0,1,12
1275,1,2,15
1276,0,0,11
1277,0,1,32
1278,0,2,32
1279,0,14,32
1280,0,2,25
1281,0,3,31
1282,0,0,17
1283,1,12,30
1284,0,0,6
1285,0,12,31
1286,0,5,31
1287,0,0,23
1288,0,0,9
1289,0,0,31
1290,1,0,1
1291,1,3,15
1292,0,0,26
1293,0,0,22
1294,0,2,24
1295,0,5,30
1296,0,1,32
1297,2,19,25
1298,0,2,28
1299,0,1,31
1300,0,8,31
1301,0,0,9
1302,0,2,29
1303,0,1,28
1304,0,4,30
1305,0,5,26
1306,0,0,15
1307,0,2,17
1308,0,0,10
1309,1,1,23
1310,2,13,26
1311,0,1,28
1312,0,1,26
1313,0,3,21
1314,0,0,31
1315,0,1,28
1316,0,0,14
1317,0,0,29
1318,0,0,28
1319,0,3,19
1320,0,1,32
1321,0,2,24
1322,0,0,28
1323,0,0,10
1324,0,3,29
1325,0,20,32
1326,0,2,31
1327,0,4,31
1328,0,0,25
1329,0,7,30
1330,0,0,7
1331,0,0,13
1332,0,4,30
1333,0,1,17
1334,0,0,6
1335,0,7,32
1336,0,0,11
1337,0,6,20
1338,0,1,12
1339,0,5,32
1340,0,2,32
1341,1,20,32
1342,0,7,26
1343,1,2,23
1344,0,17,32
1345,0,1,20
1346,0,0,17
1347,0,17,32
1348,0,0,14
1349,1,4,32
1350,0,0,32
1351,0,0,23
1352,0,6,31
1353,0,1,29
1354,0,0,23
1355,0,7,25
1356,0,0,5
1357,0,8,28
1358,0,0,15
1359,0,1,27
1360,0,0,32
1361,0,7,10
1362,0,0,16
1363,0,0,19
1364,0,0,17
1365,0,3,30
1366,0,1,24
1367,0,0,8
1368,0,0,24
1369,0,2,29
1370,0,0,15
1371,0,7,25
1372,1,0,31
1373,0,0,6
1374,0,0,4
1375,0,0,14
1376,0,28,32
1377,0,4,32
1378,0,4,30
1379,0,0,18
1380,0,5,32
1381,0,0,8
1382,0,0,13
1383,0,2,29
1384,0,0,16
1385,0,0,12
1386,0,4,30
1387,0,2,23
1388,0,19,32
1389,1,0,29
1390,1,1,30
1391,0,9,32
1392,0,0,32
1393,0,18,32
1394,0,0,32
1395,0,1,19
1396,0,0,21
1397,0,4,25
1398,0,0,21
1399,0,10,32
1400,0,3,16
1401,0,3,19
1402,0,1,20
1403,0,0,30
1404,0,38,32
1405,0,1,22
1406,0,4,21
1407,0,0,25
1408,0,0,10
1409,0,1,11
1410,0,2,18
1411,0,3,25
1412,0,3,24
1413,0,0,31
1414,0,1,22
1415,0,4,18
1416,0,4,18
1417,0,1,26
1418,0,0,14
1419,0,0,32
1420,0,7,21
1421,1,11,28
1422,0,0,8
1423,0,1,29
1424,0,6,11
1425,0,0,22
1426,0,0,29
1427,0,0,9
1428,0,0,32
1429,0,0,13
1430,0,1,31
1431,0,0,12
1432,0,2,29
1433,0,4,19
1434,0,1,23
1435,1,0,19
1436,0,0,18
1437,0,0,2
1438,1,1,25
1439,0,7,31
1440,0,5,31
1441,0,1,30
1442,0,0,22
1443,0,3,18
1444,0,0,12
1445,0,0,8
1446,0,0,1
1447,0,1,18
1448,0,6,21
1449,1,1,19
1450,0,3,26
1451,0,14,32
1452,0,0,4
1453,0,1,26
1454,0,4,21
1455,0,17,25
1456,0,7,31
1457,0,1,30
1458,0,0,24
1459,0,0,17
1460,0,3,31
1461,0,1,11
1462,0,0,28
1463,0,1,18
1464,0,0,11
1465,0,5,31
1466,0,6,24
1467,0,0,18
1468,0,6,32
1469,0,1,18
1470,0,0,23
1471,0,0,4
1472,0,0,31
1473,0,0,28
1474,0,0,31
1475,0,4,16
1476,0,0,10
1477,0,1,26
1478,0,0,8
1479,0,0,30
1480,0,0,19
1481,0,0,21
1482,0,5,28
1483,0,1,22
1484,0,0,15
1485,0,1,28
1486,0,4,22
1487,0,6,29
1488,1,0,3
1489,0,2,32
1490,1,9,30
1491,0,3,32
1492,0,2,32
1493,0,4,7
1494,0,0,7
1495,0,0,6
1496,0,0,25
1497,0,0,13
1498,0,3,32
1499,0,0,31
1500,0,1,17
1501,0,3,32
1502,0,0,23
1503,0,15,32
1504,0,9,27
1505,0,0,14
1506,0,0,11
1507,0,0,24
1508,0,1,25
1509,0,0,19
1510,0,0,24
1511,0,0,8
1512,0,0,18
1513,0,0,29
1514,0,2,18
1515,0,0,20
1516,0,0,31
1517,0,0,1
1518,0,2,17
1519,0,1,32
1520,0,3,29
1521,0,2,19
1522,0,0,25
1523,0,0,19
1524,0,0,10
1525,0,17,32
1526,1,2,21
1527,0,4,21
1528,0,3,32
1529,0,0,5
1530,0,3,24
1531,0,0,11
1532,0,0,23
1533,0,2,25
1534,0,4,30
1535,0,9,28
1536,0,0,14
1537,0,3,26
1538,0,20,26
1539,0,13,31
1540,0,0,16
1541,0,0,30
1542,0,3,15
1543,1,2,23
1544,0,10,32
1545,1,0,19
1546,0,0,24
1547,0,1,18
1548,0,2,27
1549,0,0,4
1550,0,0,32
1551,0,0,28
1552,0,0,13
1553,0,0,22
1554,0,2,32
1555,0,1,31
1556,0,11,32
1557,0,2,27
1558,0,0,1
1559,0,10,32
1560,1,0,27
1561,0,1,19
1562,0,0,25
1563,0,0,9
1564,0,4,32
1565,0,8,32
1566,0,2,24
1567,1,9,32
1568,0,10,26
1569,0,4,25
1570,0,0,30
1571,0,0,15
1572,0,1,18
1573,0,0,10
1574,0,0,21
1575,0,0,14
1576,1,0,4
1577,0,2,5
1578,0,1,29
1579,0,6,32
1580,0,1,27
1581,0,0,30
1582,0,0,6
1583,0,0,2
1584,0,2,24
1585,0,1,5
1586,0,8,16
1587,0,0,4
1588,0,0,2
1589,0,2,25
1590,0,3,20
1591,0,2,23
1592,0,0,28
1593,0,34,32
1594,1,0,18
1595,0,4,23
1596,0,0,28
1597,0,0,7
1598,0,0,32
1599,0,0,2
1600,0,0,25
1601,0,12,21
1602,0,0,25
1603,0,1,14
1604,0,1,17
1605,0,0,8
1606,0,0,19
1607,0,0,15
1608,0,0,1
1609,0,1,24
1610,0,1,19
1611,0,3,31
1612,0,9,32
1613,0,0,9
1614,0,0,12
1615,0,0,23
1616,0,6,29
1617,0,0,28
1618,0,1,13
1619,0,0,10
1620,0,6,28
1621,0,0,9
1622,0,8,32
1623,0,2,25
1624,0,2,32
1625,0,0,9
1626,0,0,8
1627,0,8,32
1628,0,2,32
1629,0,0,17
1630,0,2,30
1631,0,1,32
1632,0,11,32
1633,0,0,14
1634,0,0,28
1635,0,0,9
1636,0,3,11
1637,0,3,26
1638,0,0,11
1639,0,16,32
1640,0,2,19
1641,0,0,2
1642,0,0,18
1643,0,0,8
1644,1,0,12
1645,1,1,30
1646,0,0,9
1647,0,2,19
1648,0,1,12
1649,0,0,30
1650,0,1,23
1651,0,1,13
1652,0,0,24
1653,1,2,12
1654,0,0,10
1655,0,0,32
1656,0,0,2
1657,0,1,16
1658,0,2,27
1659,0,6,30
1660,0,0,8
1661,0,3,31
1662,0,0,17
